"id","hadith_no","source","tradition","bab","text_ar"
"zayd_0051","51","Musnad al-Imam Zayd ibn Ali","Zaydi","","حدثني زيد بن علي عن أبيه عن جده (ع م) عن علي بن أبي طالب كرم الله وجهه انه أتاه رجل، فقال يا أمير المؤمنين والله اني لاحبك في الله، قال ولكني أبغضك في الله، قال ولم، لانك تتغنى بأذانك يعني تطربه وتأخذ على تعليم القرآن أجرا وقد سمعت رسول الله صلى الله عليه وآله يقول من أخذ على تعليم القرآن أجرا كان حظه يوم القيامة . قال زيد بن علي (ع م) الاذان في الصلوات الخمس وفي الجمعة وليس في العيدين أذان ولا إقامة ولا في الوتر أذان ولا إقامة. وقال زيد بن علي (ع م) إذا كنت في سفر فأذن الفجر وأقم لباقي الصلوات. وقال زيد بن علي (ع م) لا يجوز أذان الصبي ولا المرأة للرجال. وقال زيد [ ابن علي (ع م) إذا كنت في حضر فأذانهم يجزيك وان أذنت فهو أفضل."
"zayd_0052","52","Musnad al-Imam Zayd ibn Ali","Zaydi","","= حدثني زيد بن علي عن أبيه عن جده (ع م) عن علي بن أبي طالب كرم الله وجهه، قال: قال رسول الله صلى الله عليه وآله يأتي المؤذنون أطول الناس أعناقا يوم القيامة ينادون بشهادة أن لا إله الا الله وأن محمدا عبده ورسوله فلا يسمع المؤذنين شئ الا شهد لهم بذلك يوم القيامة ويغفر للمؤذن مد صوته وله من الاجر مثل المجاهد الشاهر سيفه في سبيل الله عزوجل."
"zayd_0053","53","Musnad al-Imam Zayd ibn Ali","Zaydi","باب أوقات الصلاة:","حدثني زيد بن علي عن أبيه عن جده (ع م) قال: نزل جبريل (ع م) على النبي صلى الله عليه وآله حين زالت الشمس فأمره أن يصلي الظهر ثم نزل عليه حين كان الفئ قامة فأمره أن يصلي العصر ثم نزل عليه حين وقع قرص الشمس فأمره أن يصلي المغرب ثم نزل عليه حين وقع الشفق فأمره أن يصلي العشاء ثم نزل عليه حين طلع الفجر فأمره أن يصلي الفجر ثم نزل عليه من الغد حين كان الفئ على قامة من الزوال فأمره أن يصلي الظهر ثم نزل عليه حين كان الفئ على قامتين من الزوال فأمره أن يصلي العصر ثم نزل عليه حين وقع القرص فأمره أن يصلي المغرب ثم نزل عليه بعد ذهاب ثلث الليل فأمره أن يصلي العشاء ثم نزل عليه [ حين أسفر الفجر فأمره ان يصلي الفجر ثم قال يا رسول الله ما بين هذين الوقتين وقت. سمعت الإمام الشهيد ابا الحسين زيد بن علي (ع م) وقد سئل عن قوله عزوجل أقم الصلاة لدلوك الشمس إلى غسق الليل وقرآن الفجر إن قرآن الفجر كان مشهودا فقال (ع م) دلوك الشمس زوالها وغسق الليل ثلثه حين يذهب البياض من أسفل السماء وقرآن الفجر إن قرآن الفجر كان مشهودا تشهده ملائكة الليل وملائكة النهار، وقال زيد بن علي (ع م) أفضل الاوقات أولها وان أخرت فلا بأس، وقال زيد بن علي (ع م) الشفق الحمرة."
"zayd_0054","54","Musnad al-Imam Zayd ibn Ali","Zaydi","باب أوقات الصلاة:","= حدثني زيد بن علي عن أبيه عن جده (ع م) عن علي بن أبي طالب كرم الله وجهه، قال: قال رسول الله صلى الله عليه وآله انه سيأتي على الناس أئمة بعدي يميتون الصلاة كميتة الابدان فإذا أدركتم ذلك فصلوا الصلاة لوقتها ولتكن صلاتكم مع القوم نافلة فان ترك الصلاة عن وقتها كفر ."
"zayd_0055","55","Musnad al-Imam Zayd ibn Ali","Zaydi","باب أوقات الصلاة:","= حدثني زيد بن علي عن أبيه عن جده (ع م) عن علي بن أبي طالب كرم الله وجهه انه سأله رجل ما افراط الصلاة، قال إذا دخل وقت الذي بعدها."
"zayd_0056","56","Musnad al-Imam Zayd ibn Ali","Zaydi","باب أوقات الصلاة:","حدثني زيد بن علي عن أبيه عن جده (ع م) عن علي بن أبي طالب كرم الله وجهه انه كان يكره الصلاة في اربع أحيان بعد صلاة الفجر حتى تطلع الشمس وترتفع وبعد صلاة العصر حتى تغيب الشمس ونصف النهار حين تزول الشمس ويوم الجمعة إذ قام الإمام على المنبر، قال زيد ابن علي (ع م) إذا فاتتك الصلاة نسيتها فذكرتها بعد العصر أو بعد الفجر، فلا تصلها حتى يخرج ذلك الوقت، وقال زيد بن علي (ع م) فيمن أدرك ركعة من العصر قبل أن تغرب الشمس ثم غربت ان ذلك يجزيه وكذلك لو أدرك ركعة من الفجر قبل أن تطلع الشمس، ثم طلعت، وقال زيد بن علي (ع م) ولا بأس أن يصلى على الجنازة بعد العصر وبعد الفجر ولا يجوز أن يصلى عليها بعد طلوعها ولا عند غروبها ولا عند قيامها."
"zayd_0057","57","Musnad al-Imam Zayd ibn Ali","Zaydi","باب التكبير في الصلاة:","= حدثني زيد بن علي عن أبيه عن جده (ع م) عن علي بن أبي طالب كرم الله وجهه انه كان يرفع يديه في التكبيرة الاولى إلى فروع اذنيه ثم لا يرفعهما حتى يقضي صلاته"
"zayd_0058","58","Musnad al-Imam Zayd ibn Ali","Zaydi","باب التكبير في الصلاة:","حدثني زيد بن علي عن أبيه عن جده (ع م) عن علي بن أبي طالب كرم الله وجهه انه كان إذا قال المؤذن قد قامت الصلاة كبر ولم ينتظر."
"zayd_0059","59","Musnad al-Imam Zayd ibn Ali","Zaydi","باب التكبير في الصلاة:","حدثني زيد بن علي عن أبيه عن جده (ع م) عن علي بن أبي طالب كرم الله وجهه انه كان يكبر في رفع وخفض، وقال زيد انه كان يكبر في كل رفع وخفض، وقال زيد بن علي (ع م) التكبيرة الاولى فريضة وباقي التكبير سنة، وقال زيد بن علي (ع م) ان سبح أو هل كان داخلا في الصلاة، وقال زيد بن علي (ع م) لا يكون الرجل داخلا في الصلاة الا بتكبير."
"zayd_0060","60","Musnad al-Imam Zayd ibn Ali","Zaydi","باب التكبير في الصلاة:","حدثني زيد بن علي عن أبيه عن جده (ع م) عن علي بن أبي طالب كرم الله وجهه، قال: قال رسول الله صلى الله عليه وآله مفتاح الصلاة الطهور وتحريمها التكبير وتحليلها التسليم، وقال زيد بن علي (ع م) إذا أدرك الإمام وهو راكع فكبر تكبيرة واحدة، يريد بها الدخول في الصلاة ثم ركع أجزاه ذلك."
"zayd_0061","61","Musnad al-Imam Zayd ibn Ali","Zaydi","باب استفتاح الصلاة:","حدثني زيد بن علي عن أبيه عن جده (ع م) عن علي أبي طالب كرم الله وجهه، انه كان إذا استفتح الصلاة، قال الله أكبر وجهت وجهي للذي فطر السموات والارض حنيفا مسلما وما أنا من المشركين ان صلاتي ونسكي ومحياي ومماتي لله رب العالمين لا شريك له وبذلك أمرت وأنا من المسلمين أعوذ بالله من الشيطان، ثم يبتدئ، ويقرأ، قال أبو خالد رضي الله عنه لما دخل زيد بن علي (ع م) الكوفة استخفى في دار عبد الله بن الزبير الاسدي فبلغ ذلك أبو حنيفة فكلم معاوية بن اسحاق السلمي ونصر بن خزيمة العبسي وسعيد بن خثيم حتى دخلوا على زيد بن علي (ع م) فقالوا هذا رجل من فقهاء الكوفة، فقال زيد بن علي (ع م) ما مفتاح الصلاة وما افتتاحها وما استفتاحها وما تحريمها وما تحليلها، قال: فقال أبو حنيفة مفتاح الصلاة الطهور وتحريمها التكبير وتحليلها التسليم وافتتاح الصلاة التكبير لان النبي صلى الله عليه وآله كان إذا افتتح الصلاة كبر ورفع يديه والاستفتاح هو سبحانك اللهم وبحمدك وتبارك اسمك وتعالى جدك ولا إله غيرك لانه روي عن النبي صلى الله عليه وآله انه كان إذا استفتح الصلاة قال ذلك فأعجب زيدا (ع م) ذلك منه."
"zayd_0062","62","Musnad al-Imam Zayd ibn Ali","Zaydi","باب القراءة في الصلاة:","حدثني زيد بن علي عن أبيه عن جده (ع م) عن علي بن أبي طالب كرم الله وجهه انه كان يعلن القراءة في الاوليين من المغرب والعشاء والفجر ويسر القراءة في الاوليين من الظهر والعصر وكان يسبح في الاخريين من الظهر والعصر والعشاء والركعة الاخيرة من المغرب."
